# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    9.498997996    1.088389646    1.088408687    3.167006847
    9.519038076    1.131526304    1.131546971    3.196063418
    9.539078156    1.179700257    1.179725169    3.211124071
    9.559118236    1.240212097    1.240245963    3.198396368
    9.579158317    1.309189685    1.309234332    3.148009406
    9.599198397    1.359352135    1.359401990    3.079955170
    9.619238477    1.357632077    1.357676610    3.020020975
    9.639278557    1.303129844    1.303165944    2.983729671
    9.659318637    1.233855603    1.233889009    2.985800204
    9.679358717    1.189003563    1.189036861    3.036507460
    9.699398798    1.180931720    1.180960035    3.116860826
    9.719438878    1.200411051    1.200430408    3.195073278
    9.739478958    1.227680033    1.227692471    3.249671201
    9.759519038    1.232362853    1.232369248    3.259799606
    9.779559118    1.187536728    1.187536685    3.222485608
    9.799599198    1.103869173    1.103865832    3.167465450
    9.819639279    1.022291563    1.022288521    3.126265206
    9.839679359    0.972523881    0.972522149    3.098326701
    9.859719439    0.959073212    0.959071779    3.060113140
    9.879759519    0.971264451    0.971262245    3.018360012
    9.899799599    0.995060996    0.995058843    3.009693918
    9.919839679    1.017548220    1.017547534    3.045742658
    9.939879760    1.032823825    1.032823403    3.109816518
    9.959919840    1.050849348    1.050846362    3.197092040
    9.979959920    1.086857604    1.086851492    3.293867680
   10.000000000    1.142480846    1.142476636    3.347470436
